ගගනාර්හතාව,airworthiness,
ගගනාවතරණය,flying,
ගගනිකාව,cyclorama,
ගඟ,"effluent,river,rivulet",
ගඟක-මායිම,water-side,
ගණන්-නොගැනීමෙන්,irrespectively,
ගණන්-නොගෙන,irrespective,
ගණන්-නොගෙන-සිටිනවා,ignore,
ගණන්-පරීක්ෂකයා,auditor,
ගණන්-පරීක්ෂණය,audit,
ගණන්-පරීක්ෂා-කරනවා,audit,
ගණන්-පිළිබඳ-වූ,numeral,
ගණන්-පෙන්වනවා,account,
ගණන්-පොතේ-පත්ඉරුව,folio,
ගණන්-බලන්නා,calculator,
ගණන්-බලනවා,"calculate,compute",
ගණන්-බැලීම,"calculation,cast,computation,reckoning",
ගණන්-ලකුණු-කරනවා,score,
ගණන්-ලියනවා,"cypher,figure",
ගණන්-වශයෙන්-වූ,numerical,
ගණන්-සාදන-යන්ත්‍රය,calculator,
ගණන්-හිලවු-නැති,unaccounted,
ගණන්-හිලවු-නුදුන්,unaccounted,
ගණනක්-නියම-කරනවා,quote,
ගණනකට-ගත-නොහැකි,inappreciable,
ගණනකට-නොගන්නවා,disregard,
ගණනට-ගන්නවා,"count,reckon",
ගණනට-තැබිය-හැකි,chargeable,
ගණනය,"accounting,calculation,computation,counting,numeration",
ගණනය-කරනවා,"account,calculate,compute",
ගණනය-කළ-හැකි,"calculable,computable",
ගණනවා,count,
ගණනාව,"enumeration,numeration",
ගණනින්-අධික-වෙනවා,outnumber,
ගණපරිසර-විද්‍යාව,synecology,
ගණපූරණය,quorum,
ගණය,"class,assemblage,assemblance,batch,bevy,category,fraternity,genus,group,number,order,sodality",
ගණ්‍ය,enumerable,
ගණ්‍යතාව,"countability,numeraire",
ගණවන්ත,virtuous,
ගණවාදය,factionalism,
ගණවාසය,colony,
ගණාචාර,mores,
ගණාන්තර,intergeneric,
ගණාවාසය,colony,
ගණාවාසී,colonial,
ගණිකා-තැරැව්කාරයා,pimp,
ගණිකා-මඩම,"brothel,whore-house",
ගණිකා-වෘත්තිය,prostitution,
ගණිකාරක්ෂකයා,souteneur,
ගණිකාව,"courtesan,courtezan,harlot,moll,pander,prostitute",
ගණිකාවන්ගේ-ආදායමින්-වත්වන්නා,ponce,
ගණිකාවාරය,prostitution,
ගණිකාවාසය,brothel,
ගණිකාහල,brothel,
ගණිත,"arithmetieal,mathematical",
ගණිත-ශාස්ත්‍රය,mathematics,
ගණිත-ශාස්ත්‍රයේ-අංශයක්,trigonometry,
ගණිත-හා-සම්බන්ධ,arithmetical,
ගණිතඥයා,mathematician,
ගණිතය,mathematics,
ගණිතය-පිළිබඳ-වූ,mathematical,
ගණිතයා,astrologer,
ගණිතයේ-එන-විශේෂ-රීති-ක්‍රමයක්,algorithm,
ගණිතෝන්මාදය,aritmomania,
ගණින්නා,counter,
ගණිනය,counter,
ගණිනලද,numbered,
ගණිනවා,"amount,calculate,compute,count",
ගණීය,generic,
ගණුදෙනු-කිරීමේ-ශක්නුතාව,negotiability,
ගණුදෙනු-හැකියාව,negotiability,
ගණුදෙනුකරු,"constituent,customer",
ගණේය,calculable,
ගණේයතාව,calculability,
ගත,"body,book,gone,limb",
ගත-කරනවා,"consume,expend,pass,tide,wait",
ගත්-මග,current,
ගත්-මතය,current,
ගත්-මිල,cost-price,
ගත-වෙනවා,"consume,go",
ගත්කරු,writer,
ගතමනාව,"payment,wage",
ගත්‍යාත්මක,dynamical,
ගතරුව,portrait,
ගබ,"room,womb",
ගබඩා,"storage,stores",
ගබඩා-කරනවා,"store,stow",
ගබඩා-කිරීම,storage,
ගබඩා-ගාස්තුව,storage,
ගබඩා-ප්‍රමාණය,cellarage,
ගබඩා-පාලක,store-keeper,
ගබඩා-භාරකරු,"store-keeper,storekeeper",
ගබඩාකාමරය,store-room,
ගබඩාව,"depository,depot,godown,repository,store,stores",
ගබ්නාළ-පරීක්ෂණ-උපකරණය,colposcope,
ගබ්වැටුම,miscarriage,
ගබ්සා-කරනවා,abort,
ගබ්සා-කිරීම,abortion,
ගබ්සා-වීම,miscarriage,
ගබ්සා-වෙනවා,abort,
ගබ්සාව,"abbortion,abortion,miscarriage",
ගම,"estate,folk,vilage,vill,village",
ගම්-දෙවනත්-කරනවා,barnstorm,
ගම්-වැසියා,villager,
ගමන,"course,drift,gait,going,journey,motion,move,movement,passage,progression,tour,trip,travel,visit,walk,walking",
ගමන්-කරන්නා,"passenger,traveller,walker",
ගමන්-කරනවා,"cover,fare,go,move,range,run,tread,trvel,travel,walk",
ගමන්-ගාස්තුව,passage,
ගමන්-පථය,route,
ගමන්-ප්‍රමාණය,march,
ගමන්-පහන,"lantern,lanthorn",
ගමන්-බල-පත්‍රය,passport,
ගමන්-බිමන්-යනවා,journey,
ගමන්-මඟ,"course,passage,route",
ගමන්-මල්ල,rucksack,
ගමන්-මාර්ගය,"circuit,going,itinerary,run",
ගමන්-යනවා,travel,
ගමන්-රිය,caravan,
ගමන්-ලීලාව,gait,
ගමන්-විලාසය,gait,
ගමන්-විස්තරය,itinerary,
ගමන්කරනවා,travel,
ගමනට-ගෙනයන-බඩුබාහිරාදිය,baggage,
ගමනට-සුදුසු,roadworthy,
ගමන්පථය,trajectory,
ගමන්බඩු,luggage,
ගමන්මල්ල,"carpet-bag,portmanteau,valise",
ගමනය,"movement,passage,shift",
ගමනවාදය,shamanism,
ගමනස්ථානය,destination,
ගමනාගමනය,"communications,intercourse,locomotion,run,traffic,transportaion",
ගමනාන්තය,"destination,terminus",
ගමනෙහි-යෙදුණු,moving,
ගමනේදී-චන්ද්‍රයාගේ-ඇතිවන-වෙනස්කම්,lunation,
ගම්බද,"agrestic,bucolic,country,countryside,pastoral,rural",
ගම්බද-වලව්ව,chateau,
ගම්බද-වැවෙන,agrestial,
ගම්බිරිස්,pepper,
ගම්භිරතාව,bathos,
ගම්භීර,"abstruse,bathetic,deep,enormous,grave,prafunda,serious,solemn",
ගම්භීර-නාදය,boom,
ගම්භීරතාව,bathos,
ගම්මණ්ඩිය,village,
ගම්මානය,"thorp,thorpe,village",
ගම්මිරිස්-කරල,peppercorn,
ගම්මිරිස්-කුඩු-ඉහිනවා,pepper,
ගම්මිරිස්-යොදනවා,pepper,
ගම්මු,villagers,
ගම්‍ය,"accessible,apparent,attainable,implicit,known",
ගම්‍යතාව,"clearness,intelligibleness,momentum",
ගම්‍යමාන,"attainable,implied,understandable,visible",
ගම්‍යය,implication,
ගමයා,yokel,
ගම්‍යාර්ථය,implication,
ගම්වරය,land-grant,
ගම්වැසියා,"countryman,rustic,ryot,villager",
ගමාව,gumma,
ගමිකයා,"tourist,traveller,visitor",
ගය,"stanza,verse",
ගයනවා,"chant,render,sing",
ගයිනොස්පොරන්ගිය,gynosporangium,
ගර්භාශය,"matrix,uterus,womb",
ගර්භාෂ,uterine,
ගර්භාෂ-ග්‍රීවා,cervical,
ගර්භාෂ-විච්ඡේදනය,hysterectomy,
ගර්භාෂයේ-ග්‍රීවය,cervix,
ගර්භිණී-අවස්ථාව,gestation,
ගර්භිත,condemned,
ගරයා,rat-snake,
ගරල්වනොමීටරය,galvanometer,
ගර්වය,"arrogance,conceit,pomp,presumption,pride,vanity",
ගර්වයෙන්-පිරුණු,egotistical,
ග්‍රව්ලය,growler,
ගර්විත,"assertive,boastful,conceited,haughty,magisterial,pompous",
ගර්විත-වචන-ඇති,grandiloquent,
ග්‍රස්තිය,obsession,
ග්‍රසනිකා-පදාහය,pharyngitis,
ග්‍රසනිකාද්වාරණය,pharyngotomy,
ග්‍රසනිකාදාහය,pharyngitis,
ග්‍රසනිකාව,pharynx,
ගරහ,"contempt,disgrace",
ග්‍රහ-තාරකා-අතර-පෘථිවියට-සමීපතම-තැන,perihelion,
ග්‍රහ-තාරකාවන්ගේ-ගමන,transit,
ග්‍රහ-ලෝකාගාරය,planetarium,
ග්‍රහකය,asteroid,
ග්‍රහකයා,planetoid,
ග්‍රහචාර-ලිත,ephemeris,
ග්‍රහචාරය,ephemeris,
ග්‍රහණ-පදය,catchword,
ග්‍රහණ-පාඨය,catchword,
ග්‍රහණය,"capture,comprehension,eclipse,grasp,hold,holding,learning,prehension",
ග්‍රහණයෙන්-අයත්-වීම,perceptio,
ග්‍රහණාන්තරය,saros,
ග්‍රහණිය,"duodenum,dudodenum,rickets",
ග්‍රහතාරකා-පිළිබඳ,planetary,
ග්‍රහතාරකාව,planet,
ග්‍රහනය-කරනවා,grasp,
ගරහනවා,"contemn,humiliate,insult,rail,reproach,revile,scandalise,scoff",
ග්‍රහමණ්ඩල-ආදර්ශය,planetarium,
ගර්හය,"entrails,repository",
ග්‍රහයා,"fellow,plane,planet,star",
ග්‍රහලිත,ephemeris,
ග්‍රහලෝක-අතර,interplanetary,
ග්‍රහලෝකාගාරය,planetarium,
ගර්හා-කරනවා,"damn,decry,despise,flout,stigmatize",
ග්‍රහාංශුව,"asteroid,asterold",
ග්‍රහාභය,planetoid,
ග්‍රහාමය,"catalepsy,cataplexy",
ගර්හාව,"damnation,obloquy,scoff,scandal,taunt",
ගර්හිත,"disgraceful,disreputable,low,mean",
ගරා-වැටෙනවා,"crumble,ruin",
ගරාදි,"gridiron,lattice,spokes",
ගරාදි-ගසන-ලද,latticed,
ගරාදි-වැට,"balustrade,lattice,palisade,rail,railing,trellis",
ගරාදිය,"baluster,grate,lattice,rail,spoke,trellis",
ගරාදිවැට,"banister,bannister",
ගරානාමය-හිමිකම,title,
ග්‍රාපික,"graphic,graphics",
ග්‍රාපිකාකාර,graphical,
ග්‍රාපිකාකාරික,graphical,
ග්‍රාම,village,
ග්‍රාම-කාව්‍යමය,idyllic,
ග්‍රාම-කාව්‍යය,idyll,
ග්‍රාම-විතය-පිළිබඳ-කුඩා-කාව්‍යය,eclogue,
ග්‍රාමය,"consociation,scale,village",
ග්‍රාම්‍ය,"banausic,bawdy,broad,common,country,indelicate,parochial,plebian,rebald,rustic,rude,unrefined,vulgar,vulger",
ග්‍රාම්‍ය-ව්‍යවහාරය,slang,
ග්‍රාමරික,"fringe-rural-urban,rurban",
ග්‍රාමික,"artless,rustic",
ග්‍රාමිණ,rustic,
ග්‍රාමීය,"rural,rustic,village",
ග්‍රාමීය-නිවාසය,grange,
ග්‍රීගේල්-සුළඟ,gregale,
ග්‍රීන්-බැක්,greenbacks,
ග්‍රීන්-සෑන්ඩ්,greensand,
ග්‍රීනකයිට්,greenockite,
ග්‍රීමල්දි,grimaldi,
ග්‍රීවනය,necking,
ග්‍රීවය,"cervix,neck,throat",
ග්‍රීවාදාහය,cervicities,
ග්‍රීවාව,neck,
ග්‍රීවාස්ථීය,"clavicle,collar-bone",
ග්‍රීෂ්ම-කාලයෙහි-වැනි,summery,
ග්‍රීෂ්ම-සෘතුව,summer,
ග්‍රීෂ්ම-සෘතුවට-අයත්,summer,
ග්‍රීෂ්ම-සෘතුවට-සුදුසු,summer,
ග්‍රීෂ්මය,"heat,summer",
ග්‍රීස්,grease,
ග්‍රීස්-ගැසීම,greasing,
ග්‍රීස්-පුඩු,greasers,
ග්‍රීසියට-අයත්,"greek,hellenic",
ග්‍රීසියේ-භාවිත-වන-මුදල්,drachma,
ග්‍රීසියේ-මුද්‍රික-පානයක්,retsina,
ග්‍රීසියේ-හා-මැදපෙරදිග-සාදනු-ලබන-පාන්-විශේෂයක්,pita,
ග්‍රීසියේ-හෝ-රෝමයේ-භාවිත-කරන-මිටවල්-දෙකක්-ඇ,amphora,
ගරු,"dignified,heavy,honorary,honour",
ගරු-කරනවා,"respect,revere,venerate",
ගරු-කළයුතු-තැනැත්තා,worthy,
ගරු-කිරීම,honour,
ගරු-බුහුමන,respect,
ගරු-සරු-ඇති,deferential,
ගරු-සරු-නැති,"audacious,bold-faced,impertinent,impudent",
ගරුකාභය,pterygoid,
ගරුකිරීම,deference,
ගරුගම්භීර,"grand,majestic,solemn",
ගරුජපාෂාණ-වර්ගයක්,porphyry,
ගරුජා,"centipede,harpy",
ගරුඬපාෂාණ,"marble,marble",
ගරුත්වය,"dignity,prestige",
ගරුබිය,awe,
ගරුලාලපනය,barylalia,
ගරුසරු-ඇති-බය,awe,
ගරුසරු-ඇති-බව,awe,
ගරුසරු-නැති,"audacious,familiar,insolent,saucy,uncivil",
ගරුසරු-නැති-බව,"daring,discourtesy,hardihood",
ගරුසරු-නැතිව,unceremoniously,
ගරුසරුව,esteem,
ගරුස්වනතාව,baryphonia,
ග්‍රේටිම,grating,
ග්‍රේටිම්,grating,
ග්‍රේටීම,grating,
ග්‍රේඩය,"grad,grade",
ග්‍රේන්,grain,
ග්‍රෛවී,cervical,
ග්‍රෛවීය,cervical,
ග්‍රෝවාක,graywack,
ග්‍රෝසය,gross,
ග්‍රෝසියුලීන්,grossuline,
ගල,"neck,petra,rock,stone",
ගල්-අඟුරු-කුඩු,slack,
ගල්-අඟුරු-භාජනය,scuttle,
ගල්-අඟුරු-මැටි-උදුනේ-පිසින-ලද-ආහාර,tandoori,
ගල්-අඟුරු-සුනු,"gum,gummings",
ගල්-ඇල්ලූ-බිම,paving,
ගල්-ඉන්න,alavangoo,
ගල්-කටුව,"mattock,pick-axe",
ගල්-කපන්නා,"stone-cutter,stone-mason",
ගල්-කරනවා,petrify,
ගල්-කැට,metal,
ගල්-කැට-සහිත-බෑවුම,scree,
ගල්-කැටය,"brick-bat,pebble",
ගල්-කුට්ටි,stoning,
ගල්-කූර,slatepencil,
ගල්-කොටය,block,
ගල්-ගසනවා,stone,
ගල්-ගසා-මැරීම,lapidation,
ගල්-ගැසීම,petrifaction,
ගල්-ගැසුණු,transfixed,
ගල්-ගැසෙනවා,freeze,
ගල්-ගැහෙනවා,petrify,
ගල්-ගේ,dolmen,
ගල්-තහඩුවක-කැටයම්-කොට-ඉන්-කරන-ලද-මුද්‍රණය,lithograph,
ගල්වල-කැටයම්-කර-මුද්‍රණය-කිරීම,photolithography,
ගල්වලින්-ගසනවා,peck,
ගලවලුව,nape,
ගල්වළ,quarry,
ගල්වා-තබනවා,dip,
ගලවා-දමනවා,strip,
ගලවාගන්නවා,salvage,
ගල්වැඩ,masonry,
ගල්වීම,"petrifaction,petrification",
ගල්වෙනවා,"fossilize,petrify",
ගලා-එනවා,stream,
ගලා-ඒම,"influx,onflow",
ගලා-බසිනවා,stream,
ගලා-යනවා,"course,empty,flow,pour,run,stream",
ගලා-වැටෙන,torrential,
ගලා-වැටෙනවා,rain,
ග්ලාන,"fatigued,sick,tired",
ග්ලාන්‍යය,morbidity,
ග්ලානිය,boredom,
ගලාබසින,affluent,
ගලායන,"fluid,flowing,profuse",
ගලායන-දිය-පහර,river,
ගලායනවා,"flow,seep",
ගලායාම,effluxion,
ගලායාම-හිටවනවා,staunch,
ග්ලාස්නොස්ත්,glasnost,
ග්ලැයඩින්,gliadin,
ග්ලැයන්,glian,
ග්ලැසියර,glacial,
ග්ලැසියර-ඛාදනය,glaciation,
ග්ලැසියර-ඛාදිත,glaciated,
ග්ලැසියර-පතහ,moulin,
ග්ලැසියර-මූණත,"stoss,stosseite",
ගලැසියර-විවරය,crevasse,
ග්ලැසියර-විවරය,crevasse,
ග්ලැසියරගත,englacial,
ග්ලැසියරය,glacier,
ග්ලැසීයරාණය,glaciation,
ගලින්-තැනූ,stone,
ගලින්-තැනූ-දේ,stone,
ගලින්-නිම-කරන-ලද-හතරැස්-වූ-නිර්මාණය,ashlar,
ගලිය,"gulley,gully",
ග්ලිසරින්,glycerine,
ග්ලිසරීන්,"glycerin,glycerine",
ග්ලිසරොල්,glycerol,
ග්ලීසරීන්,glycerin,
ග්ලු,glue,
ග්ලුකේස්,glucase,
ග්ලුකොසයිඩ්,glucoside,
ග්ලුකෝස්,glucose,
ග්ලුටන්,gluten,
ග්ලුටැමයින්,glutamine,
ග්ලුටින්,glutin,
ග්ලුටෙනින්,glutenin,
ග්ලුමය,glume,
ග්ලුමාකාර,glumaceous,
ග්ලූ,glue,
ග්ලූ-ගා-ඇලවීම,glueing,
ග්ලූ-ගෑම,"glueing,gluing",
ග්ලූකෝස්-මූත්‍රතාව,glycosuria,
ග්ලූකෝස්‍යරියා,glycosuria,
ග්ලූසිනිම්,glucinum,
ග්ලොබියුලින්,globulin,
ග්ලොසිනා,glossina,
ගව,bovine,
ගව-ආදී-සතුන්ගෙන්-බෝවන-රෝගයකි,anthrax,
ගව-ඔරුව,manger,
ගව-තෙල්,tallow,
ගව-පට්ටිය,crib,
ගව-මඩුව,cattle-shed,
ගව-මහිෂ-ආදි-සතුන්ට-බැක්ටීරියා-මගින්-සෑදෙන-ලෙඩක,brucellosis,
ගව-රෝගයක්,anthrax,
ගව-වර්ගයට-අයත්,bovine,
ගව-වර්ගයේ-සතෙක්,zebu,
ගව-වසංගතය,"murrain,rinderpest",
ගව-වෙළඳ-පොළ,tryst,
ගව-වෙළෙන්දා,drover,
ගව-හම්,oxhide,
ගවඔරුව,crib,
ගවතෙල්,"suet,tallow",
ගවපට්ටය,crib,
ගවපට්ටිය,"cow-house,cow-stable,cow-stall,ox-stall",
ගවපල්ලා,drover,
ගවපැපොල්-රෝගය,cowpox,
ගවභක්ෂණය,necrophagy,
ගවමඩුව,"byre,cowshed",
ගවයකු-වැනි,bovine,
ගවයන්-ගාල්-කිරීම,rodeo,
ගවයන්-ගැලෙන්-මුදනවා,outspan,
ගවයා,"cattle,cow,neat",
ගහනව-තිබෙනවා,abound,
ගහනවා,"beat,castigate,hit,knock,strike,trim",
ගහලයා,executioner,
ගහ්වරය,antrum,
ගහීරිකාව,gong,
ගළ,multitude,
ගළතනවා,"connect,join",
ගළනවා,gush,
ගළපන-ලද්ද,fabrication,
ගළපන්නා,adjuster,
ගළපනවා,"adjust,attune,combine,conjoin,connect,fit,join,suit,unite,weave",
ගළවනවා,"deliver,disengage,dismantle,flay,free,remove,save,uproot",
ගාංචුව,"clasp,clip,buckle,catch,fastener,fastening,sleeve-link",
ගාටනවා,"crawl,lag,waddle",
ගාඩ,"hard,powerful,stilted",
ගාඩිනියා-මල,gardenia,
ගාඩුල්‍යය,kyphosis,
ගාණික්‍යය,pornography,
ගාතය,"leg,limb",
ගාත්‍රය,"limb,quarter",
ගාතාංක-ගණන,logarithm,
ගාථාව,"song,stanza",
ගාධ,shallow,
ගාන-උපකරණය,applicator,
ගාන-යත්කරු,planer,
ගාන්චුව,link,
ගාන්ධර්වය,concert,
ගාන්ධර්වයා,musician,
ගාන්ධි-වාදය,gandhism,
ගානවා,"coat,apply,bedaub,rub,smear,spread",
ගාම්භීර,sententious,
ගාම්භීර්යය,"profundity,solemnity",
ගාය,pain,
ගායක,recitalist,
ගායක-වෘන්දය,chorus,
ගායක-සමූහය,"choir,chorus",
ගායකයන්-හතරදෙනෙකුගේ-කණ්ඩායම,"quartet,quartette",
ගායකයා,"chorister,ministrel,singer,songster,vocalist",
ගායනය,"chanting,recital,recitation,rendering,singing",
ගායනා-කරනවා,sing,
ගායනා-කළා,sang,
ගායනා-විශේෂයක්,recitative,
ගායනාව,singing,
ගායිකාව,songstress,
ගාල,"caravaserai,cattleshed,corral,fold,kraal,stall",
ගාල්-කරනවා,"fold,herd,park",
ගාලගෝට්ටිය,"collieshangie,babel,bedlam,noise,razzmataz,tumult,uproar",
ගාස්තු-තරක්-කිරීම,rate-cutting,
ගාස්තු-ලේඛනය,tariff,
ගාස්තු-වගුව,tariff,
ගාස්තුව,"charge,cost,due,expense,fare,fee,jare,payment,price,rate,remuneration",
ගාහනය,penetration,
ගැංග්ලියම,ganglion,
ගැංගිය,gangue,
ගැට,nodal,
ගැට-කපන්නා,"cut-purse,pickpocket",
ගැට-ගසනවා,"knot,join,tie",
ගැට-ගැසීම,"threads,tying",
ගැට-පථය,node-locus,
ගැට-බදාම,knotting,
ගැට-වැටෙනවා,knot,
ගැට-සහිත,"bushy,knobby,knotty,nodiferous,nodose,verrucose",
ගැටකපන්නා,"cut-purse,pick-pocket,pick-pocketeer",
ගැටකාරයා,trickster,
ගැටකැකිරි,gherkin,
ගැටගැසීම,threading,
ගැටගැසුණු-සීනි,candy,
ගැට්ට,"brim,brow,cuffing,edge,fringe",
ගැට්ට-කැඩෙනවා,chip,
ගැටපද-විවරණය,glossary,
ගැටපදය,"gloss,scholium",
ගැටමුසු,"bafling,complex,knotty",
ගැටය,"knob,knot,node,protuberance,tie",
ගැටයක්-වැනි-දේ,knob,
ගැටයා,"boy,chap,coon,lad,stripling,youngster,youth",
ගැටලනවා,tie,
ගැටලු,"difficult,knotty",
ගැටලු-ප්‍රශ්නය,crux,
ගැටලු-සහගත,problematic,
ගැටලු-සහිත,problematic,
ගැම්බෝජ-දුම්මල,gamboge,
ගැම්බෝජ-වර්ණය,gamboge,
ගැම්ම,"grip,power,taking",
ගැමා-කිරණ,gamma-rays,
ගැමා-පූට්ටුව,gammadion,
ගැමාරේඛය,gammagraph,
ගැමි,"bucolic,folk,pastoral,rural,rustic",
ගැමිටැන්‍ය,gametangium,
ගැමියා,"countryman,peasant,rustic,villager",
ගැඹුර,"depth,profundity",
ගැඹුර-පිරික්සීම,sounding,
ගැඹුර-බලන,sounding,
ගැඹුර-බලනවා,plumb,
ගැඹුර-මනිනවා,fathom,
ගැඹුරු,"abstruse,deep,profound,throaty",
ගැඹුරු-කරනවා,deepen,
ගැඹුරු-තැන,depth,
ගැඹුරු-දොරුව,canyon,
ගැඹුරු-පටු-ගල්කුළු-නිම්නය,gulch,
ගැඹුරු-බව,abstruseness,
ගැඹුරු-මැනීම,sounding,
ගැඹුරු-ලෙස,deep,
ගැඹුරු-විවරය,fissure,
ගැඹුරුකම,depth,
ගැරයා,ratsnake,
ගැරඬ්යා,rat-snake,
ගැරහීම,insult,
ගැරිග්,garigue,
ගැරීම,"lixiviation,panning,racking,vanning,washing",
ගැල,"carriage,cart,saddle",
ගැල්-කුලිය,"freight,freight",
ගැල්-බඩු,cartload,
ගැල්-මග,cart-track,
ගැල්කරු,carter,
ගැල්කරුවා,carter,
ගැල්කුලිය,freight,
ගැල්කුලී-හා-ප්‍රවාහණය,f.a.c.,
ගැලපීම,"adjustment,alignment",
ගැල්බර,freight,
ගැල්ම,flood,
ගැල්මඟ,cartway,
ගැලය,gal,
ගැලරිය,gallery,
ගැල්ලියම්,gallium,
ගැල්වනයිස්,galvanized,
ගැල්වනයිස්-කරනවා,galvanize,
ගැල්වනවා,galvanize,
ගැල්වනී-කරනවා,galvanize,
ගැල්වනී-කිරීම,galvanizing,
ගැල්වනොමිතිය,galvanometry,
ගැල්වනොරේඛය,galvanograph,
ගැල්වනොලේපය,galvanostegy,
ගැල්වනොවර්තනය,galvanotropism,
ගැල්වනොස්කෝපය,galvanoscope,
ගැල්වනොසරණය,galvanotaxis,
ගැල්වනෝමීටරය,galvanometer,
ගැල්වානි,galvanic,
ගැල්වානිස්මය,galvanism,
ගැලවී-යාම,lubricity,
ගැලවීම,"salvation,striking,stripping",
ගැල්වීම,"immersion,inunction",
ගැලවුණු,loose,
ගැලවුම්-කාරයා,"messiah,saviour",
ගැලවෙනවා,slip,
ගැලැක්ටෑන්,galactan,
ගැලැක්ටින්,galactin,
ගැලැක්ටේස්,galactase,
ගැලැක්ටොස්,galactose,
ගැලැක්ටෝමීටරය,galactometer,
ගැලැක්ටෝස්,galactose,
ගැලිවනොමීටරය,galvanometer,
ගැලී-සිටිනවා,welter,
ගැලීනා,galena,
ගැලීම,"afflux,flow,flux,involve,wash",
ගැලීම්-සටහන,flowchart,
ගැලීම්මානය,flowmeter,
ගැලුණු,absorbed,
ගැලුම,"gal,gallon",
ගැලුමෙන්-හතරෙන්-පංගුව,quart,
ගැලෙන්-ගෙනයනවා,cart,
ගැලෙන්-ගෙනයාම,cartage,
ධූර්ත,addict,
ගැවසි,thick,
ගැවසී-තිබෙනවා,stud,
ගැවසී-සිටිනවා,stud,
ගැවසීම,"loitering,resort",
ගැවසෙන-තැන,resort,
ගැවසෙනවා,"frequent,loiter",
ගැසට්-කරනවා,gazette,
ගඟක-මෝය,outfall,
ගඟබඩ,"riparian,riparious",
ගඟින්-එතෙර-වෙනවා,ford,
ගඟුල,waterfall,
ගඟුලැල්ල,waterfall,
ගඟෙහි-ගැඹුරු-තැන,pool,
ගඟෙහි-වූ,riverain,
ගඟේ-ඉහළ-කොටස,upstream,
ගඟේ-පඩිපෙළ,ghat,
ගඟේ-මහ-වඩදිය,eagre,
ගඟේ-මාලු-වර්ගයක්,pike,
ගජ,"corking,elephant,elephantine,egregious,huge,large,sheer,skilful,tremendous,whopping",
ගජ-මිතුරා,"bosom-friend,chum",
ගජනය,gudgeon,
ගජනවා,trumpet,
ගජබින්නය,"thumper,whopper,whacker,whapper",
ගජවාසිය,bonanza,
ගජසමතා,expert,
ගජාකාර,elephantine,
ගජුව,abscess,
ගටනවා,"rub,strike",
ගඩ,boil,
ගඩපොළ,boil,
ගඩබුවා,mule,
ගඩවිලා,slow-worm,
ගඩු-ගුඩාව,hubble-bubble,
ගඩු-බිම්,scabland,
ගඩුගුඩාව,"hooka,hookah",
ගඩුව,"blain,blister,boil,cecidium,gall,scab,warble",
ගඩොල,tile,
ගඩොල්,"brick,bricks",
ගඩොල්-අල්ලනවා,"brick,tile",
ගඩොල්-ඇල්ලීමේ-ක්‍රමය,bond,
ගඩොල්-කැටය,brick,
ගඩොල්-කැබැල්ල,"brick-bat,brickbat",
ගඩොල්-පුළුස්සන-තැන,"bake-house,bakery",
ගඩොල්-පෝරණුව,"brickyard,kiln",
ගඩොලිත්ත,briquette,
ගඩොලින්-ගෙවල්-බඳින්නා,brick-layer,
ගඩොලින්-බඳිනවා,brick,
ගඩොළ,brick,
ගඩොළු,"bricks,tile",
ගණ,"gathering,genera,group,prop",
ගණක,accountant,
ගණක-චතුරස්‍රය,abacus,
ගණක-රාමුව,abacus,
ගණක-ශාස්ත්‍රය,accountancy,
ගණකය,"calculator,counter",
ගණකයා,"arithmetician,teller",
ගණකාධිකරණය,"accountancy,accounting",
ගණකාධිකාරී,accountant,
ගණගායකයා,gleeman,
ගණගායනය,glee,
ගණඝාතනය,genocide,
ගණ්ඨ්‍යාභ,adenoid,
ගණ්ඨිදාහය,adenitis,
ගණ්ඨිය,knot,
ගණ්ඨිවිජටනය,deproblematization,
ගණ්ඨී-ප්‍රදාහය,adenitis,
ගණ්ඨීය,node,
ගණ්ඩමාලය,goitre,
ගණ්ඩය,boil,
ගණ්ඩුකය,ganglion,
ගණ්ඩුෂය,draught,
ගණන,"account,acount,amount,band,calculation,compute,counting,number,price,quantity,set,sum,tale,tally",
ගණන්-අරිනවා,cheat,
ගණන්-කරන්නා,counter,
ගණන්-කරනවා,"calculate,count,enumerate,number,numerate,tell",
ගණන්-කළ-නොහැකි,uncountable,
ගණන්-කළ-හැකි,"computable,countable,numerable",
ගණන්-කිරීම,"count,counting,enumeration,numeration",
ගණන්-ගන්නවා,"account,count,enumerate",
ගණන්-ගන්නා-උපකරණය,counter,
ගණන්-ගන්නෝ,enumerators,
ගණන්-ගැනීම,"capitation,census,count,enumeration,reckoning",
ගණන්-තබනවා,account,
ගණන්-තැබීම,accounting,
ගණන්-තැබීමේ-වෘත්තිය,accountancy,
ගණන-දැක්වීමේදී-යෙදෙන-නිපාතය,at,
ගණන්-දිය-හැකි,accuntable,
ගණන්-දිය-හැකි-බව,acountablity,
ගණන්-දෙනවා,account,
ගණන්-නැති,"countless,myriad,umpteen",
ගණන්-නොගැනීම,oblivion,
ගතවෙනවා,elapse,
ගතානුගතික,"conservative,conventional",
ගතානුගතිකත්වය,conservative,
ගතානුගතිකයා,"conventional,conventionalist",
ගති-ලක්ෂණය,trait,
ගති-විද්‍යාව,dynamics,
ගති-ශක්තිය,dynamis,
ගතික,"dynami,dynamic",
ගතිකත්වය,dynamism,
ගතිකය,dynamics,
ගතිකසමාවයවික,"tautomeric,tautomerism",
